movieId,title,genres,sinopsis
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000."
926,All About Eve (1950),Drama,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
927,"Women, The (1939)",Comedy,A study of the lives and romantic entanglements of various interconnected women.
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,"On the eve of World War II, a young American reporter tries to expose enemy agents in London."
930,Notorious (1946),Film-Noir|Romance|Thriller,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
931,Spellbound (1945),Mystery|Romance|Thriller,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
932,"Affair to Remember, An (1957)",Drama|Romance,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
934,Father of the Bride (1950),Comedy,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding."
935,"Band Wagon, The (1953)",Comedy|Musical,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.
936,Ninotchka (1939),Comedy|Romance,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.
937,Love in the Afternoon (1957),Comedy|Romance,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.
938,Gigi (1958),Musical,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long."
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
941,"Mark of Zorro, The (1940)",Adventure,A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.
942,Laura (1944),Crime|Film-Noir|Mystery,A police detective falls in love with the woman whose murder he is investigating.
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost."
944,Lost Horizon (1937),Drama,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay."
945,Top Hat (1935),Comedy|Musical|Romance,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer."
946,To Be or Not to Be (1942),Comedy|Drama|War,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
947,My Man Godfrey (1936),Comedy|Romance,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.
948,Giant (1956),Drama|Romance|Western,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
949,East of Eden (1955),Drama,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light."
950,"Thin Man, The (1934)",Comedy|Crime,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
951,His Girl Friday (1940),Comedy|Romance,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
952,Around the World in 80 Days (1956),Adventure|Comedy,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
954,Mr. Smith Goes to Washington (1939),Drama,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
955,Bringing Up Baby (1938),Comedy|Romance,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
956,Penny Serenade (1941),Drama|Romance,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.
959,Of Human Bondage (1934),Drama,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.
961,Little Lord Fauntleroy (1936),Drama,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.
963,"Inspector General, The (1949)",Musical,A town's corrupt officials think a fool is actually an investigator in disguise.
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information."
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen..."
971,Cat on a Hot Tin Roof (1958),Drama,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
973,Meet John Doe (1941),Comedy|Drama,"A penniless drifter (Gary Cooper) is recruited by an ambitious columnist (Barbara Stanwyck) to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins."
976,"Farewell to Arms, A (1932)",Romance|War,An American ambulance driver and an English nurse fall in love in Italy during World War I.
979,Nothing Personal (1995),Drama|War,"A raw depiction of the Belfast, Northern Ireland ""troubles"" as savage tribal warfare. Set shortly after the 1975 cease fire, this movie focuses on the tribulations of Kenny (James Frain), Protestant leader of a group of Shankill Road Loyalists, and his one-time friend Liam (John Lynch), a Catholic."
981,Dangerous Ground (1997),Drama,"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid and left in fear of his life) to bury his father. He meets up with his brother Ernest, who tells him he couldn't contact their other brother Stephen. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend Karin, a stripper. V... Read all"
982,Picnic (1955),Drama,Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women."
986,Fly Away Home (1996),Adventure|Children,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.
987,Bliss (1997),Drama|Romance,A newly married happy couple visits a sex therapist to determine why the wife can't achieve an orgasm with her husband. This causes a horrific suppressed memory to emerge and she becomes more and more distant.
988,Grace of My Heart (1996),Comedy|Drama,"Edna wins a recording contract singing her own song at a competition in 1958. After trying to make it as a singer/songwriter for 11 months in NYC, she has success writing songs for others at the Brill Building."
990,Maximum Risk (1996),Action|Adventure|Thriller,"While seeking answers regarding the death of the twin brother he never knew he had, a French cop and his sibling's fiancée find themselves pursued by corrupt FBI agents and the Russian mafia."
991,Michael Collins (1996),Drama,"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War."
993,Infinity (1996),Drama,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.
994,Big Night (1996),Comedy|Drama,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food."
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.
998,Set It Off (1996),Action|Crime,"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other."
999,2 Days in the Valley (1996),Crime|Film-Noir,48 hours of intersecting lives and crimes in Los Angeles.
1003,Extreme Measures (1996),Drama|Thriller,A young doctor confronts a famous colleague when he learns about the true methods of his work.
1004,"Glimmer Man, The (1996)",Action|Thriller,"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man""."
1005,D3: The Mighty Ducks (1996),Children|Comedy,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team."
1006,"Chamber, The (1996)",Drama,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,Three orphan children strike gold in 1878 California.
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo."
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?
1010,"Love Bug, The (1969)",Children|Comedy,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him."
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.
1012,Old Yeller (1957),Children|Drama,"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all."
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,Teenage twin sisters swap places and scheme to reunite their divorced parents.
1014,Pollyanna (1960),Children|Comedy|Drama,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners."
1016,"Shaggy Dog, The (1959)",Children|Comedy,A teenage boy is cursed with periodically turning into a sheepdog.
1017,Swiss Family Robinson (1960),Adventure|Children,A Swiss family must survive being shipwrecked on a deserted island.
1018,That Darn Cat! (1965),Children|Comedy|Mystery,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case."
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."
1020,Cool Runnings (1993),Comedy,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
1021,Angels in the Outfield (1994),Children|Comedy,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother."
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood."
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster)."
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
1029,Dumbo (1941),Animation|Children|Drama|Musical,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II."
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,"A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test."
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile."
1035,"Sound of Music, The (1965)",Musical|Romance,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
1036,Die Hard (1988),Action|Crime|Thriller,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,A simple man is turned into a genius through the application of computer science.
1040,"Secret Agent, The (1996)",Drama,"London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent provocateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or los... Read all"
1041,Secrets & Lies (1996),Drama,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
1042,That Thing You Do! (1996),Comedy|Drama,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager."
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel."
1046,Beautiful Thing (1996),Drama|Romance,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship."
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past."
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.
1050,Looking for Richard (1996),Documentary|Drama,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III."""
1051,Trees Lounge (1996),Drama,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking""."
1053,Normal Life (1996),Crime|Drama|Romance,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying hard to have a normal life and some money, Pam is big spender and their marriage is constantly troublesome with the financial situation getting worse and worse. The biggest blow comes ... Read all"
1054,Get on the Bus (1996),Drama,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March."
1055,Shadow Conspiracy (1997),Thriller,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?"
1056,Jude (1996),Drama,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue."
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
1060,Swingers (1996),Comedy|Drama,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends."
1061,Sleepers (1996),Thriller,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin."
1066,Shall We Dance (1937),Comedy|Musical|Romance,"A ballet dancer and a showgirl fake a marriage for publicity purposes, then fall in love."
1068,Crossfire (1947),Crime|Film-Noir,"A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?"
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
1076,"Innocents, The (1961)",Drama|Horror|Thriller,A young governess for two children becomes convinced that the house and grounds are haunted.
1077,Sleeper (1973),Comedy|Sci-Fi,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.
1078,Bananas (1971),Comedy|War,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion."
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister."
1080,Monty Python's Life of Brian (1979),Comedy,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
1081,Victor/Victoria (1982),Comedy|Musical|Romance,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
1082,"Candidate, The (1972)",Drama,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment."
1083,"Great Race, The (1965)",Comedy|Musical,"In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris."
1084,Bonnie and Clyde (1967),Crime|Drama,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,An old Cuban fisherman's dry spell is broken when he hooks a gigantic fish that drags him out to sea.
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,A former tennis star arranges the murder of his adulterous wife.
1088,Dirty Dancing (1987),Drama|Musical|Romance,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle."
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
1090,Platoon (1986),Drama|War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
1091,Weekend at Bernie's (1989),Comedy,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off."
1092,Basic Instinct (1992),Crime|Mystery|Thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
1093,"Doors, The (1991)",Drama,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971."
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world."
1095,Glengarry Glen Ross (1992),Drama,An examination of the machinations behind the scenes at a real estate office.
1096,Sophie's Choice (1982),Drama,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust."
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,An elderly miser learns the error of his ways on Christmas Eve.
1100,Days of Thunder (1990),Action|Drama|Romance,A young hot-shot stock car driver gets his chance to compete at the top level.
1101,Top Gun (1986),Action|Romance,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
1103,Rebel Without a Cause (1955),Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
1104,"Streetcar Named Desire, A (1951)",Drama,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
1105,Children of the Corn IV: The Gathering (1996),Horror,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing any adult in their path, in vicious and mysterious forms. A young woman who has just returned to town tries to find out what is happening, while trying to protect her transformed yo... Read all"
1107,Loser (1991),Comedy,A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,A documentary on insect life in meadows and ponds.
1112,Palookaville (1996),Action|Comedy|Drama,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plottin... Read all"
1114,"Funeral, The (1996)",Crime|Drama,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge."
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,"One morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same day she starts working in room service at a smart hotel."
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.
1119,Drunks (1995),Drama,The lives of Jim and other alcoholics in and outside an AA meeting.
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech."
1121,Glory Daze (1995),Drama,"With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives."
1123,"Perfect Candidate, A (1996)",Documentary,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues."
1124,On Golden Pond (1981),Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,"Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue."
1126,Drop Dead Fred (1991),Comedy|Fantasy,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.
1128,"Fog, The (1980)",Horror,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
1130,"Howling, The (1980)",Horror|Mystery,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem."
1131,Jean de Florette (1986),Drama|Mystery,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
1132,Manon of the Spring (Manon des sources) (1986),Drama,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.
1135,Private Benjamin (1980),Comedy,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
1137,Hustler White (1996),Romance,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema."
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,"Chronicles the life of Dorothy Day who dedicated herself in service to her socialist beliefs and her adopted faith of Catholicism. The movement she created continues to thrive to this day, with more than 200 communities across the United States and another 28 communities abroad. The title of the movie is taken from a phrase which means to treat all guests, whether the... Read all"
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,"The childhood, adolescence, and incredible adult years of Al Hirshfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years."
1147,When We Were Kings (1996),Documentary,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali."
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has modified a giant pair of robotic trousers (ex NASA), designed to take Gromit for walks."
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army."
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,An ordinary man is lured into a strange puppet theatre by a map and finds himself embroiled in a production of the Faustian legend.
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,Four-year-old Pricò becomes the subject of emotional folly by his capricious parents and negligent relatives.
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out."
1162,"Ruling Class, The (1972)",Comedy|Drama,"A member of the House of Lords dies, leaving his estate to his son. Unfortunately, his son thinks he is Jesus Christ. Their other, somewhat more respectable, family members plot to steal the estate from him; murder and mayhem ensue."
1163,Mina Tannenbaum (1994),Drama,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.
1167,Dear God (1996),Comedy,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed."
1170,Best of the Best 3: No Turning Back (1995),Action,A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.
1171,Bob Roberts (1992),Comedy,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent."
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,"At Le Hollandais gourmet restaurant, every night is filled with opulence, decadence and gluttony. But when the cook, a thief, his wife and her lover all come together, they unleash a shocking torrent of sex, food, murder and revenge."
1175,Delicatessen (1991),Comedy|Drama|Romance,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
1177,Enchanted April (1992),Drama|Romance,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa."
